5.000000000000000104e-03 1.078217158293041378e-01	4.135183054965968448e-05	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.499999999999999944e-02 1.296478613399585644e-01	6.152926337638623842e-05	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.500000000000000139e-02 1.745133954964645795e-01	1.089805268968063132e-04	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.500000000000000333e-02 2.445685508540412501e-01	1.995356657027786611e-04	1.578257975002350085e-09	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.499999999999999833e-02 3.423889645451797525e-01	3.612218567040234259e-04	8.296418445519497320e-09	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.500000000000000028e-02 4.703091163291192034e-01	6.399161441442219799e-04	2.953263473307121509e-08	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.500000000000000222e-02 6.297137217588588687e-01	1.107612911471056623e-03	8.630391021432811577e-08	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.500000000000001110e-02 8.204188629292701318e-01	1.873928723377800117e-03	2.271280587141281501e-07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.499999999999999223e-02 1.040263259508909854e+00	3.099803728085876679e-03	5.503451183045784632e-07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.500000000000000111e-02 1.285023625351734200e+00	5.021376135393521185e-03	1.276928230260283191e-06	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.050000000000000100e-01 1.548644616802398621e+00	7.969475515952409439e-03	2.829840022941952003e-06	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.149999999999999911e-01 1.823770094610462467e+00	1.239451309168182122e-02	6.000195904961854324e-06	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.250000000000000000e-01 2.102421627313646457e+00	1.890258193042892651e-02	1.227501541797020988e-05	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.350000000000000089e-01 2.376824958382410369e+00	2.828162661129893229e-02	2.430391929764138558e-05	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.450000000000000178e-01 2.640011857460978106e+00	4.153019309471000370e-02	4.671763671844019302e-05	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.549999999999999989e-01 2.886247565442204621e+00	5.987905083726038913e-02	8.735923318942225479e-05	1.494466246455799654e-09	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.650000000000000078e-01 3.111191714514746298e+00	8.480180457852372344e-02	1.592152340667606428e-04	8.316181352637505642e-09	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.749999999999999889e-01 3.311813828806746685e+00	1.180095805380029506e-01	2.832486755314131389e-04	2.758018720918826558e-08	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.849999999999999978e-01 3.486135788385647416e+00	1.614249179611239593e-01	4.925125809039496887e-04	7.858648033357786070e-08	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.950000000000000067e-01 3.632898583716585694e+00	2.171303569061693306e-01	8.379201907232228328e-04	2.041875422310630256e-07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.050000000000000155e-01 3.751246082548736815e+00	2.872893272087954086e-01	1.396138360339738409e-03	4.915686047503876713e-07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.149999999999999967e-01 3.840492025013682476e+00	3.740331096520606580e-01	2.278882002830656586e-03	1.110389789279419766e-06	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.250000000000000056e-01 3.900004736384806048e+00	4.793374617561087514e-01	3.648062724704526950e-03	2.397514239225024471e-06	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
